indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Dominica,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Equatorial Guinea,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Estonia,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Finland,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,France,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Germany,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Greece,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Grenada,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Hungary,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Iceland,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,India,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Iraq,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Ireland,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Israel,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Italy,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Japan,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Jordan,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Kazakhstan,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Kiribati,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Kuwait,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Latvia,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Lebanon,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Lithuania,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Luxembourg,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Maldives,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Malta,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Marshall Islands,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Mexico,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Micronesia (Federated States of),2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Monaco,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Mongolia,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Montenegro,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Namibia,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Nauru,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Netherlands (Kingdom of the),2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,New Zealand,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Niue,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,North Macedonia,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Norway,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Oman,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Palau,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Peru,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Poland,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Portugal,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Qatar,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Republic of Korea,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Russian Federation,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Saint Kitts and Nevis,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Saint Lucia,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Saint Vincent and the Grenadines,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Samoa,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,San Marino,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Sao Tome and Principe,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Saudi Arabia,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Serbia,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Seychelles,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Singapore,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Slovakia,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Slovenia,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Solomon Islands,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Spain,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Sri Lanka,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Sweden,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Switzerland,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Syrian Arab Republic,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Türkiye,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Timor-Leste,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Tonga,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Trinidad and Tobago,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Turkmenistan,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Tuvalu,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,United Arab Emirates,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,United Kingdom of Great Britain and Northern Ireland,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,United States of America,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Vanuatu,2010,,
Estimated number of pregnant women living with HIV,Americas,Costa Rica,2010,,0
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Somalia,2010,,0
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Tunisia,2010,,10
Estimated number of pregnant women living with HIV,Europe,Uzbekistan,2010,,10
Estimated number of pregnant women living with HIV,Africa,Cabo Verde,2010,,100
Estimated number of pregnant women living with HIV,Europe,Georgia,2010,,100
Estimated number of pregnant women living with HIV,Africa,Congo,2010,,11
Estimated number of pregnant women living with HIV,Africa,Mauritania,2010,,11
Estimated number of pregnant women living with HIV,Europe,Azerbaijan,2010,,12
Estimated number of pregnant women living with HIV,Western Pacific,Lao People's Democratic Republic,2010,,13
Estimated number of pregnant women living with HIV,Africa,Benin,2010,,13
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Iran (Islamic Republic of),2010,,14
Estimated number of pregnant women living with HIV,Europe,Tajikistan,2010,,14
Estimated number of pregnant women living with HIV,Africa,Angola,2010,,15
Estimated number of pregnant women living with HIV,South-East Asia,Nepal,2010,,15
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Djibouti,2010,,16
Estimated number of pregnant women living with HIV,Africa,Guinea-Bissau,2010,,17
Estimated number of pregnant women living with HIV,Africa,Chad,2010,,17
Estimated number of pregnant women living with HIV,Africa,Guinea,2010,,18
Estimated number of pregnant women living with HIV,Africa,Madagascar,2010,,2
Estimated number of pregnant women living with HIV,Africa,Gabon,2010,,20
Estimated number of pregnant women living with HIV,Africa,Liberia,2010,,21
Estimated number of pregnant women living with HIV,Africa,Mozambique,2010,,21
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Morocco,2010,,21
Estimated number of pregnant women living with HIV,South-East Asia,Bangladesh,2010,,23
Estimated number of pregnant women living with HIV,Americas,Guatemala,2010,,24
Estimated number of pregnant women living with HIV,Africa,Nigeria,2010,,25
Estimated number of pregnant women living with HIV,Africa,Malawi,2010,,26
Estimated number of pregnant women living with HIV,Americas,Bolivia (Plurinational State of),2010,,27
Estimated number of pregnant women living with HIV,Africa,Ethiopia,2010,,28
Estimated number of pregnant women living with HIV,Africa,Zimbabwe,2010,,29
Estimated number of pregnant women living with HIV,South-East Asia,Indonesia,2010,,3
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Pakistan,2010,,3
Estimated number of pregnant women living with HIV,Africa,Eritrea,2010,,30
Estimated number of pregnant women living with HIV,Americas,Dominican Republic,2010,,31
Estimated number of pregnant women living with HIV,Africa,Senegal,2010,,31
Estimated number of pregnant women living with HIV,Africa,Togo,2010,,32
Estimated number of pregnant women living with HIV,Africa,Burkina Faso,2010,,32
Estimated number of pregnant women living with HIV,Africa,Sierra Leone,2010,,34
Estimated number of pregnant women living with HIV,Africa,Algeria,2010,,34
Estimated number of pregnant women living with HIV,Western Pacific,Cambodia,2010,,35
Estimated number of pregnant women living with HIV,Western Pacific,Fiji,2010,,36
Estimated number of pregnant women living with HIV,Africa,Mali,2010,,36
Estimated number of pregnant women living with HIV,Americas,El Salvador,2010,,38
Estimated number of pregnant women living with HIV,Africa,Uganda,2010,,38
Estimated number of pregnant women living with HIV,Africa,Ghana,2010,,39
Estimated number of pregnant women living with HIV,Americas,Honduras,2010,,39
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Afghanistan,2010,,4
Estimated number of pregnant women living with HIV,Americas,Ecuador,2010,,40
Estimated number of pregnant women living with HIV,Americas,Guyana,2010,,42
Estimated number of pregnant women living with HIV,South-East Asia,Myanmar,2010,,42
Estimated number of pregnant women living with HIV,Africa,Gambia,2010,,46
Estimated number of pregnant women living with HIV,Africa,Kenya,2010,,46
Estimated number of pregnant women living with HIV,Europe,Kyrgyzstan,2010,,46
Estimated number of pregnant women living with HIV,Americas,Haiti,2010,,46
Estimated number of pregnant women living with HIV,Africa,Cote d'Ivoire,2010,,48
Estimated number of pregnant women living with HIV,Americas,Cuba,2010,,48
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Yemen,2010,,5
Estimated number of pregnant women living with HIV,Western Pacific,Papua New Guinea,2010,,5
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Sudan,2010,,5
Estimated number of pregnant women living with HIV,Western Pacific,Viet Nam,2010,,50
Estimated number of pregnant women living with HIV,Europe,Republic of Moldova,2010,,52
Estimated number of pregnant women living with HIV,Americas,Suriname,2010,,56
Estimated number of pregnant women living with HIV,Africa,Mauritius,2010,,57
Estimated number of pregnant women living with HIV,Americas,Jamaica,2010,,57
Estimated number of pregnant women living with HIV,Africa,Burundi,2010,,59
Estimated number of pregnant women living with HIV,Africa,United Republic of Tanzania,2010,,60
Estimated number of pregnant women living with HIV,Americas,Nicaragua,2010,,61
Estimated number of pregnant women living with HIV,Europe,Armenia,2010,,62
Estimated number of pregnant women living with HIV,Americas,Paraguay,2010,,63
Estimated number of pregnant women living with HIV,Americas,Panama,2010,,67
Estimated number of pregnant women living with HIV,Africa,Lesotho,2010,,67
Estimated number of pregnant women living with HIV,Americas,Uruguay,2010,,68
Estimated number of pregnant women living with HIV,Africa,Rwanda,2010,,68
Estimated number of pregnant women living with HIV,Europe,Ukraine,2010,,69
Estimated number of pregnant women living with HIV,Africa,Zambia,2010,,69
Estimated number of pregnant women living with HIV,Americas,Venezuela (Bolivarian Republic of),2010,,7
Estimated number of pregnant women living with HIV,Western Pacific,Malaysia,2010,,71
Estimated number of pregnant women living with HIV,Americas,Belize,2010,,75
Estimated number of pregnant women living with HIV,Africa,Botswana,2010,,75
Estimated number of pregnant women living with HIV,Europe,Romania,2010,,78
Estimated number of pregnant women living with HIV,Africa,Eswatini,2010,,78
Estimated number of pregnant women living with HIV,Africa,Democratic Republic of the Congo,2010,,8
Estimated number of pregnant women living with HIV,Africa,South Sudan,2010,,8
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Egypt,2010,,8
Estimated number of pregnant women living with HIV,Africa,Niger,2010,,82
Estimated number of pregnant women living with HIV,Western Pacific,Philippines,2010,,9
Estimated number of pregnant women living with HIV,Africa,South Africa,2010,,90
Estimated number of pregnant women living with HIV,South-East Asia,Thailand,2010,,94
Estimated number of pregnant women living with HIV,Europe,Albania,2010,,
Estimated number of pregnant women living with HIV,Europe,Andorra,2010,,
Estimated number of pregnant women living with HIV,Americas,Antigua and Barbuda,2010,,
Estimated number of pregnant women living with HIV,Americas,Argentina,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Australia,2010,,
Estimated number of pregnant women living with HIV,Europe,Austria,2010,,
Estimated number of pregnant women living with HIV,Americas,Bahamas,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Bahrain,2010,,
Estimated number of pregnant women living with HIV,Americas,Barbados,2010,,
Estimated number of pregnant women living with HIV,Europe,Belarus,2010,,
Estimated number of pregnant women living with HIV,Europe,Belgium,2010,,
Estimated number of pregnant women living with HIV,South-East Asia,Bhutan,2010,,
Estimated number of pregnant women living with HIV,Europe,Bosnia and Herzegovina,2010,,
Estimated number of pregnant women living with HIV,Americas,Brazil,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Brunei Darussalam,2010,,
Estimated number of pregnant women living with HIV,Europe,Bulgaria,2010,,
Estimated number of pregnant women living with HIV,Africa,Cameroon,2010,,
Estimated number of pregnant women living with HIV,Americas,Canada,2010,,
Estimated number of pregnant women living with HIV,Africa,Central African Republic,2010,,
Estimated number of pregnant women living with HIV,Americas,Chile,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,China,2010,,
Estimated number of pregnant women living with HIV,Americas,Colombia,2010,,
Estimated number of pregnant women living with HIV,Africa,Comoros,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Cook Islands,2010,,
Estimated number of pregnant women living with HIV,Europe,Croatia,2010,,
Estimated number of pregnant women living with HIV,Europe,Cyprus,2010,,
Estimated number of pregnant women living with HIV,Europe,Czechia,2010,,
Estimated number of pregnant women living with HIV,South-East Asia,Democratic People's Republic of Korea,2010,,
Estimated number of pregnant women living with HIV,Europe,Denmark,2010,,
Estimated number of pregnant women living with HIV,Americas,Dominica,2010,,
Estimated number of pregnant women living with HIV,Africa,Equatorial Guinea,2010,,
Estimated number of pregnant women living with HIV,Europe,Estonia,2010,,
Estimated number of pregnant women living with HIV,Europe,Finland,2010,,
Estimated number of pregnant women living with HIV,Europe,France,2010,,
Estimated number of pregnant women living with HIV,Europe,Germany,2010,,
Estimated number of pregnant women living with HIV,Europe,Greece,2010,,
Estimated number of pregnant women living with HIV,Americas,Grenada,2010,,
Estimated number of pregnant women living with HIV,Europe,Hungary,2010,,
Estimated number of pregnant women living with HIV,Europe,Iceland,2010,,
Estimated number of pregnant women living with HIV,South-East Asia,India,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Iraq,2010,,
Estimated number of pregnant women living with HIV,Europe,Ireland,2010,,
Estimated number of pregnant women living with HIV,Europe,Israel,2010,,
Estimated number of pregnant women living with HIV,Europe,Italy,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Japan,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Jordan,2010,,
Estimated number of pregnant women living with HIV,Europe,Kazakhstan,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Kiribati,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Kuwait,2010,,
Estimated number of pregnant women living with HIV,Europe,Latvia,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Lebanon,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Libya,2010,,
Estimated number of pregnant women living with HIV,Europe,Lithuania,2010,,
Estimated number of pregnant women living with HIV,Europe,Luxembourg,2010,,
Estimated number of pregnant women living with HIV,South-East Asia,Maldives,2010,,
Estimated number of pregnant women living with HIV,Europe,Malta,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Marshall Islands,2010,,
Estimated number of pregnant women living with HIV,Americas,Mexico,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Micronesia (Federated States of),2010,,
Estimated number of pregnant women living with HIV,Europe,Monaco,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Mongolia,2010,,
Estimated number of pregnant women living with HIV,Europe,Montenegro,2010,,
Estimated number of pregnant women living with HIV,Africa,Namibia,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Nauru,2010,,
Estimated number of pregnant women living with HIV,Europe,Netherlands (Kingdom of the),2010,,
Estimated number of pregnant women living with HIV,Western Pacific,New Zealand,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Niue,2010,,
Estimated number of pregnant women living with HIV,Europe,North Macedonia,2010,,
Estimated number of pregnant women living with HIV,Europe,Norway,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Oman,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Palau,2010,,
Estimated number of pregnant women living with HIV,Americas,Peru,2010,,
Estimated number of pregnant women living with HIV,Europe,Poland,2010,,
Estimated number of pregnant women living with HIV,Europe,Portugal,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Qatar,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Republic of Korea,2010,,
Estimated number of pregnant women living with HIV,Europe,Russian Federation,2010,,
Estimated number of pregnant women living with HIV,Americas,Saint Kitts and Nevis,2010,,
Estimated number of pregnant women living with HIV,Americas,Saint Lucia,2010,,
Estimated number of pregnant women living with HIV,Americas,Saint Vincent and the Grenadines,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Samoa,2010,,
Estimated number of pregnant women living with HIV,Europe,San Marino,2010,,
Estimated number of pregnant women living with HIV,Africa,Sao Tome and Principe,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Saudi Arabia,2010,,
Estimated number of pregnant women living with HIV,Europe,Serbia,2010,,
Estimated number of pregnant women living with HIV,Africa,Seychelles,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Singapore,2010,,
Estimated number of pregnant women living with HIV,Europe,Slovakia,2010,,
Estimated number of pregnant women living with HIV,Europe,Slovenia,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Solomon Islands,2010,,
Estimated number of pregnant women living with HIV,Europe,Spain,2010,,
Estimated number of pregnant women living with HIV,South-East Asia,Sri Lanka,2010,,
Estimated number of pregnant women living with HIV,Europe,Sweden,2010,,
Estimated number of pregnant women living with HIV,Europe,Switzerland,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Syrian Arab Republic,2010,,
Estimated number of pregnant women living with HIV,Europe,Türkiye,2010,,
Estimated number of pregnant women living with HIV,South-East Asia,Timor-Leste,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Tonga,2010,,
Estimated number of pregnant women living with HIV,Americas,Trinidad and Tobago,2010,,
Estimated number of pregnant women living with HIV,Europe,Turkmenistan,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Tuvalu,2010,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,United Arab Emirates,2010,,
Estimated number of pregnant women living with HIV,Europe,United Kingdom of Great Britain and Northern Ireland,2010,,
Estimated number of pregnant women living with HIV,Americas,United States of America,2010,,
Estimated number of pregnant women living with HIV,Western Pacific,Vanuatu,2010,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Armenia,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Azerbaijan,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Bangladesh,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Belize,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Cabo Verde,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Costa Rica,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Cuba,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Egypt,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Fiji,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Georgia,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Kyrgyzstan,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Libya,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Philippines,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Tunisia,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Afghanistan,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Pakistan,2005,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Mauritius,2005,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Uzbekistan,2005,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Algeria,2005,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Lao People's Democratic Republic,2005,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Suriname,2005,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Uruguay,2005,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Nicaragua,2005,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Yemen,2005,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Guyana,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Panama,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Paraguay,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Republic of Moldova,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Romania,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Tajikistan,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Djibouti,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,El Salvador,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Iran (Islamic Republic of),2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Malaysia,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Mauritania,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Nepal,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Madagascar,2005,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Eswatini,2005,,10000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Kenya,2005,,100000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Nigeria,2005,,110000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Papua New Guinea,2005,,1100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Gambia,2005,,1100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Rwanda,2005,,12000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Honduras,2005,,1200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Lesotho,2005,,13000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Somalia,2005,,1300
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Thailand,2005,,14000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Sudan,2005,,1400
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Guatemala,2005,,1400
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Botswana,2005,,16000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Ghana,2005,,16000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Angola,2005,,19000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Cambodia,2005,,2100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Guinea-Bissau,2005,,2300
