indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Armenia,2023,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Azerbaijan,2023,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Belize,2023,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Cabo Verde,2023,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Georgia,2023,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Libya,2023,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Costa Rica,2023,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Djibouti,2023,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Fiji,2023,,100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Nicaragua,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Tunisia,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Uruguay,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Afghanistan,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Bangladesh,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,El Salvador,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Mauritius,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Suriname,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Cuba,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Eritrea,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Mauritania,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Republic of Moldova,2023,,200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Kyrgyzstan,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Lao People's Democratic Republic,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Malaysia,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Nepal,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Tajikistan,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Guyana,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Honduras,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Jamaica,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Morocco,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Panama,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Paraguay,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Romania,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Somalia,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Yemen,2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Iran (Islamic Republic of),2023,,500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Gambia,2023,,1000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Uzbekistan,2023,,1000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Cote d'Ivoire,2023,,13000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Ghana,2023,,13000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Mozambique,2023,,130000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Guinea-Bissau,2023,,1300
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Ethiopia,2023,,14000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Senegal,2023,,1500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Viet Nam,2023,,1600
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Liberia,2023,,1900
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,India,2023,,20000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Niger,2023,,2100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Venezuela (Bolivarian Republic of),2023,,2200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Sudan,2023,,2300
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Gabon,2023,,2300
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Madagascar,2023,,2300
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Angola,2023,,24000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Democratic Republic of the Congo,2023,,25000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Papua New Guinea,2023,,2600
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,South Africa,2023,,270000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Burundi,2023,,2800
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Thailand,2023,,3000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Pakistan,2023,,3200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Malawi,2023,,34000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Togo,2023,,4200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Myanmar,2023,,4300
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Zambia,2023,,48000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Zimbabwe,2023,,49000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Burkina Faso,2023,,5200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Benin,2023,,5300
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Kenya,2023,,54000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Guinea,2023,,5500
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Mali,2023,,5700
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Haiti,2023,,5800
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Cambodia,2023,,590
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Egypt,2023,,600
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Bolivia (Plurinational State of),2023,,610
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Rwanda,2023,,6100
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Sierra Leone,2023,,6200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,South Sudan,2023,,6200
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Congo,2023,,6400
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Lesotho,2023,,6800
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Eswatini,2023,,7000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,United Republic of Tanzania,2023,,71000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Ecuador,2023,,750
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Chad,2023,,7700
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Uganda,2023,,78000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Guatemala,2023,,790
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Algeria,2023,,800
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Botswana,2023,,8400
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Indonesia,2023,,8700
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Philippines,2023,,920
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Nigeria,2023,,94000
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Albania,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Andorra,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Antigua and Barbuda,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Argentina,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Australia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Austria,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Bahamas,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Bahrain,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Barbados,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Belarus,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Belgium,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Bhutan,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Bosnia and Herzegovina,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Brazil,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Brunei Darussalam,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Bulgaria,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Cameroon,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Canada,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Central African Republic,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Chile,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,China,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Colombia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Comoros,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Cook Islands,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Croatia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Cyprus,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Czechia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Democratic People's Republic of Korea,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Denmark,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Dominica,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Dominican Republic,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Equatorial Guinea,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Estonia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Finland,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,France,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Germany,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Greece,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Grenada,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Hungary,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Iceland,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Iraq,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Ireland,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Israel,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Italy,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Japan,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Jordan,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Kazakhstan,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Kiribati,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Kuwait,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Latvia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Lebanon,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Lithuania,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Luxembourg,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Maldives,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Malta,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Marshall Islands,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Mexico,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Micronesia (Federated States of),2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Monaco,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Mongolia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Montenegro,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Namibia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Nauru,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Netherlands (Kingdom of the),2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,New Zealand,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Niue,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,North Macedonia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Norway,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Oman,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Palau,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Peru,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Poland,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Portugal,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Qatar,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Republic of Korea,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Russian Federation,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Saint Kitts and Nevis,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Saint Lucia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Saint Vincent and the Grenadines,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Samoa,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,San Marino,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Sao Tome and Principe,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Saudi Arabia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Serbia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Seychelles,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Singapore,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Slovakia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Slovenia,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Solomon Islands,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Spain,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Sri Lanka,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Sweden,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Switzerland,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Syrian Arab Republic,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Türkiye,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Timor-Leste,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Tonga,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Trinidad and Tobago,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Turkmenistan,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Tuvalu,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Ukraine,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,United Arab Emirates,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,United Kingdom of Great Britain and Northern Ireland,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,United States of America,2023,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Vanuatu,2023,,
Estimated number of pregnant women living with HIV,Americas,Cuba,2023,,100
Estimated number of pregnant women living with HIV,Africa,Benin,2023,,100
Estimated number of pregnant women living with HIV,Europe,Tajikistan,2023,,100
Estimated number of pregnant women living with HIV,Western Pacific,Malaysia,2023,,100
Estimated number of pregnant women living with HIV,Africa,Botswana,2023,,100
Estimated number of pregnant women living with HIV,Africa,Uganda,2023,,100
Estimated number of pregnant women living with HIV,Africa,Eswatini,2023,,100
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Pakistan,2023,,11
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Yemen,2023,,14
Estimated number of pregnant women living with HIV,South-East Asia,Indonesia,2023,,17
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Tunisia,2023,,18
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Egypt,2023,,19
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Afghanistan,2023,,21
Estimated number of pregnant women living with HIV,Africa,Madagascar,2023,,27
Estimated number of pregnant women living with HIV,Africa,Algeria,2023,,27
Estimated number of pregnant women living with HIV,South-East Asia,Bangladesh,2023,,28
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Sudan,2023,,3
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Iran (Islamic Republic of),2023,,32
Estimated number of pregnant women living with HIV,Africa,Mali,2023,,33
Estimated number of pregnant women living with HIV,Africa,Nigeria,2023,,33
Estimated number of pregnant women living with HIV,Africa,Congo,2023,,34
Estimated number of pregnant women living with HIV,Western Pacific,Fiji,2023,,35
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Djibouti,2023,,36
Estimated number of pregnant women living with HIV,Americas,Venezuela (Bolivarian Republic of),2023,,36
Estimated number of pregnant women living with HIV,Americas,Guatemala,2023,,38
Estimated number of pregnant women living with HIV,Africa,Democratic Republic of the Congo,2023,,40
Estimated number of pregnant women living with HIV,Africa,Niger,2023,,45
Estimated number of pregnant women living with HIV,Africa,Mauritania,2023,,46
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Somalia,2023,,47
Estimated number of pregnant women living with HIV,Americas,Honduras,2023,,55
Estimated number of pregnant women living with HIV,South-East Asia,Myanmar,2023,,56
Estimated number of pregnant women living with HIV,Western Pacific,Papua New Guinea,2023,,58
Estimated number of pregnant women living with HIV,Africa,Guinea-Bissau,2023,,59
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Morocco,2023,,60
Estimated number of pregnant women living with HIV,Americas,Suriname,2023,,61
Estimated number of pregnant women living with HIV,Americas,Paraguay,2023,,63
Estimated number of pregnant women living with HIV,Americas,Haiti,2023,,63
Estimated number of pregnant women living with HIV,Western Pacific,Lao People's Democratic Republic,2023,,63
Estimated number of pregnant women living with HIV,Europe,Georgia,2023,,64
Estimated number of pregnant women living with HIV,Americas,Guyana,2023,,65
Estimated number of pregnant women living with HIV,Africa,Gabon,2023,,67
Estimated number of pregnant women living with HIV,Africa,Burundi,2023,,67
Estimated number of pregnant women living with HIV,Europe,Azerbaijan,2023,,68
Estimated number of pregnant women living with HIV,Africa,Eritrea,2023,,68
Estimated number of pregnant women living with HIV,Africa,Guinea,2023,,69
Estimated number of pregnant women living with HIV,Africa,Chad,2023,,70
Estimated number of pregnant women living with HIV,Africa,Gambia,2023,,71
Estimated number of pregnant women living with HIV,Africa,Burkina Faso,2023,,71
Estimated number of pregnant women living with HIV,Africa,South Sudan,2023,,76
Estimated number of pregnant women living with HIV,Americas,Ecuador,2023,,76
Estimated number of pregnant women living with HIV,South-East Asia,Nepal,2023,,77
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Libya,2023,,78
Estimated number of pregnant women living with HIV,Europe,Uzbekistan,2023,,78
Estimated number of pregnant women living with HIV,Africa,Mauritius,2023,,79
Estimated number of pregnant women living with HIV,Western Pacific,Philippines,2023,,8
Estimated number of pregnant women living with HIV,Americas,Nicaragua,2023,,80
Estimated number of pregnant women living with HIV,Western Pacific,Viet Nam,2023,,80
Estimated number of pregnant women living with HIV,Americas,El Salvador,2023,,81
Estimated number of pregnant women living with HIV,Americas,Belize,2023,,81
Estimated number of pregnant women living with HIV,Europe,Romania,2023,,81
Estimated number of pregnant women living with HIV,Americas,Costa Rica,2023,,83
Estimated number of pregnant women living with HIV,Africa,Cote d'Ivoire,2023,,84
Estimated number of pregnant women living with HIV,Africa,Togo,2023,,85
Estimated number of pregnant women living with HIV,Africa,Sierra Leone,2023,,87
Estimated number of pregnant women living with HIV,Europe,Republic of Moldova,2023,,88
Estimated number of pregnant women living with HIV,Africa,Zimbabwe,2023,,88
Estimated number of pregnant women living with HIV,Americas,Panama,2023,,88
Estimated number of pregnant women living with HIV,Africa,Angola,2023,,89
Estimated number of pregnant women living with HIV,Americas,Bolivia (Plurinational State of),2023,,89
Estimated number of pregnant women living with HIV,Africa,Kenya,2023,,89
Estimated number of pregnant women living with HIV,Africa,Ghana,2023,,90
Estimated number of pregnant women living with HIV,Americas,Jamaica,2023,,90
Estimated number of pregnant women living with HIV,Africa,Mozambique,2023,,90
Estimated number of pregnant women living with HIV,Africa,Zambia,2023,,90
Estimated number of pregnant women living with HIV,Europe,Kyrgyzstan,2023,,90
Estimated number of pregnant women living with HIV,Africa,Lesotho,2023,,93
Estimated number of pregnant women living with HIV,Africa,Cabo Verde,2023,,94
Estimated number of pregnant women living with HIV,Africa,Senegal,2023,,94
Estimated number of pregnant women living with HIV,Africa,Rwanda,2023,,94
Estimated number of pregnant women living with HIV,Europe,Armenia,2023,,95
Estimated number of pregnant women living with HIV,Africa,Liberia,2023,,96
Estimated number of pregnant women living with HIV,Africa,Malawi,2023,,96
Estimated number of pregnant women living with HIV,Africa,South Africa,2023,,97
Estimated number of pregnant women living with HIV,South-East Asia,Thailand,2023,,97
Estimated number of pregnant women living with HIV,Western Pacific,Cambodia,2023,,97
Estimated number of pregnant women living with HIV,Africa,Ethiopia,2023,,98
Estimated number of pregnant women living with HIV,Africa,United Republic of Tanzania,2023,,98
